Country/Region,Population,Area,Maximum,"Per 100,000 inh.",% Confirmed,Blank 2,Comments,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26
US New Hampshire,1359711,23187,411047,30230.4680921166,21.8921495526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,18,22,22,42,42,42,42,100,100,219,284,284,372,539,660,789,1028,1253,1452,1548,2464,3138,3553,3843,4738,5700,5727,6400,6493,7054,7505,8032,8370,8734,9177,9551,9958,10493,10925,11207,11610,12166,12166,12708,12852,13424,14118,14339,15041,16012,16809,17727,18751,19724,20145,20746,21921,22049,24349,28393,26870,26870,27733,28806,30672,32298,33453,34883,35561,37216,39175,42612,42676,44752,44878,49474,50888,52830,55100,59539,59539,61386,63039,64232,65596,66862,68960,70280,72456,74344,75739,75965,79765,84009,84009,85552,87123,88647,89907,91917,93956,96421,98873,98873,100086,101984,103725,105567,105885,108862,108876,110053,111566,114768,114768,116109,118298,118298,119169,120307,122187,123749,123749,125235,127880,128511,129628,131051,132302,133389,134866,136028,137109,138272,141786,141786,143378,143378,144822,145538,146879,149792,152290,153609,153609,156083,156083,157397,158309,160962,160962,162622,164836,165976,167407,168465,171251,172585,174278,175399,180451,181616,181616,183377,184929,185971,186907,188009,189682,189682,194675,196064,198229,199871,201835,204017,206157,207340,209295,210916,211281,211281,215875,217263,218745,220662,222299,222963,222963,225659,227291,229024,230542,231816,232458,233731,235510,237518,238732,240401,242242,243527,244489,247151,247151,265378,267486,269367,270204,273713,275834,277869,279564,279612,281659,283471,285128,287628,287628,292451,292451,293576,297850,301619,303576,305815,311615,313364,314806,316091,318292,323173,326151,329057,331561,333115,334409,336063,338508,338696,345085,347135,348198,350194,351136,356358,358730,361706,362828,363544,368085,370830,375048,378305,381412,384752,387608,388900,391151,395483,399806,400533,404324,406227,407668,411047,411047
US New Jersey,8882190,19047,5831812,65657.3660324762,18.0899813263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,37,46,59,81,104,147,147,218,298,430,617,952,1154,1621,2241,3203,12000,14854,20537,25372,30510,35602,41860,45773,52642,59110,67503,75356,82166,89032,94974,100416,107192,113523,120193,126735,129469,139774,144021,151830,157449,162536,170688,178057,184826,191659,200148,205962,213686,223144,227775,234359,241318,247918,256545,262312,275066,277220,287623,288920,292658,298759,305206,312447,425933,433060,441450,451696,462972,475224,487565,505569,520182,531343,544274,555314,578735,603807,623797,635892,660325,685857,716411,745308,746145,795600,817677,837420,857729,918891,943016,960425,975089,989497,1008934,1030793,1055396,1078215,1097616,1116083,1131782,1147841,1171734,1194343,1218873,1244967,1267399,1283451,1299645,1320910,1346672,1367250,1387833,1403984,1422374,1442937,1463913,1485501,1508548,1534640,1549209,1560133,1577848,1599417,1623158,1661284,1685604,1700385,1721231,1742347,1759904,1768928,1781450,1791137,1802874,1817955,1840929,1859638,1887644,1888157,1953289,1983841,1984304,2042682,2059564,2096329,2096698,2145878,2164580,2164936,2187018,2230245,2252792,2252792,2301852,2324046,2350310,2376016,2403690,2429841,2461383,2490186,2511070,2532745,2557712,2585207,2615692,2648740,2648998,2676812,2697895,2721584,2748836,2749194,2807747,2836334,2857918,2859048,2902267,2930015,2964722,2965047,3002307,3054528,3070746,3091149,3113654,3140786,3141235,3168530,3189970,3212311,3234972,3265818,3291916,3292377,3352791,3353183,3397649,3422747,3451804,3478711,3512568,3513266,3566304,3566760,3613032,3613646,3672127,3673074,3734094,3758058,3758687,3781810,3842667,3878988,3914021,3914772,3971597,3972585,4036867,4070357,4101399,4135796,4137071,4217705,4235300,4264123,4297612,4337985,4339894,4385882,4455234,4484813,4523611,4572531,4574507,4656106,4657849,4721797,4766659,4769091,4818052,4863436,4963630,4965643,5037287,5041064,5084793,5124598,5169231,5210727,5339070,5341289,5374691,5466148,5470330,5517700,5567342,5621149,5675266,5725579,5827339,5831812
US New Mexico,2096829,314161,1504856,71768.1794748165,16.7586084013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,48,48,57,69,90,160,200,247,495,583,1272,2354,2797,3814,3828,4779,5386,5973,6842,7793,8513,9387,11006,11179,12527,13240,14011,14778,15632,16828,19136,21825,22245,23807,27098,27098,28692,30515,31970,32850,33394,34488,35613,36632,37042,38755,40877,41232,46563,51510,53735,56615,58803,61745,65085,67869,71118,74944,77977,81720,83251,85684,89032,93262,97053,102498,106721,110289,115011,119601,124458,128574,133253,137620,142246,147344,152767,158383,169119,173481,177361,180646,179543,183544,188261,194447,199604,203115,206837,212996,217757,224640,229147,234375,238801,241657,245557,250880,255284,258994,263665,267921,271553,275897,275897,284602,288637,293431,298076,302083,308105,314670,320638,322959,331048,337720,344181,350060,356637,363374,372288,375054,380240,385242,389687,395881,403581,410754,418357,424355,430006,437005,443368,452298,460664,469215,476497,481531,489334,496985,505177,512425,520718,528890,536853,544611,551637,558012,565886,574253,577810,590825,597408,604382,612854,620128,627627,632997,640337,644823,650491,659042,665291,670573,677150,683053,688495,694824,704955,712321,719300,723801,728627,734220,740366,747277,752522,756933,760874,765399,770959,776796,782044,787811,791836,795247,799673,803101,806999,812050,817270,823145,826619,831995,837400,845167,850963,857456,862899,866683,872331,878406,885373,893489,899937,905329,909505,914986,921009,928389,935401,941512,947945,954596,960934,965319,973945,980053,989652,997373,1002906,1011320,1019029,1027392,1035851,1046727,1054891,1061268,1070481,1078087,1089150,1099484,1109095,1118844,1124922,1129419,1141186,1153185,1161887,1172720,1182514,1191327,1202347,1218805,1230205,1238575,1250724,1262482,1269523,1281951,1317248,1330403,1348194,1360452,1372867,1386121,1398339,1409823,1420797,1433609,1444121,1454997,1464452,1477284,1487840,1504856
US New York,19453561,122057,18743407,96349.4909749428,30.2216014537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,10,30,122,188,388,695,1096,1521,2074,2836,4126,5419,7355,10262,14815,22513,32637,45724,61753,78565,91517,103659,122310,138625,156069,172470,186585,205233,220934,238965,260520,283621,302280,320811,340058,365153,391549,417885,440980,461601,478357,499143,526012,550579,573223,596532,617555,633861,649325,669982,695920,730656,777568,805350,826095,844994,872481,900636,927438,959017,985911,1007310,1028899,1055921,1089916,1121543,1153768,1182998,1204650,1225113,1258907,1298757,1338048,1378717,1413396,1439557,1467739,1505836,1555055,1600793,1652061,1699826,1739449,1774128,1811544,1876789,1944130,2005381,2063825,2113777,2167831,2229473,2293032,2359512,2437407,2497842,2555896,2605869,2668166,2729005,2801400,2872240,2934599,2991210,3051778,3111119,3179660,3258963,3327793,3395319,3452099,3500808,3551952,3619594,3681317,3754579,3816485,3862913,3914938,3971648,4041593,4107985,4170388,4233803,4288131,4344867,4402452,4468016,4541574,4610777,4673195,4724882,4784927,4848525,4921210,4999449,5069266,5115470,5164812,5230981,5298640,5368338,5444845,5516311,5569879,5627149,5684546,5746822,5820368,5889237,5971974,6030935,6082774,6153767,6226435,6298805,6368975,6443832,6509644,6563646,6640705,6728481,6816381,6901836,6990504,7068196,7125087,7191978,7272403,7353387,7452267,7547116,7621159,7683190,7750445,7821634,7905071,8002897,8096770,8196792,8263033,8340030,8428477,8517458,8610853,8710614,8796244,8855109,8912935,8976165,9052978,9142700,9245625,9318293,9381651,9455329,9530416,9621920,9711647,9822091,9922446,9980765,10064762,10135692,10228645,10323463,10423416,10508186,10561122,10649353,10747313,10856531,10976024,11110291,11220620,11297024,11393383,11501629,11647440,11786740,11921319,12039573,12131366,12230436,12342180,12475392,12611431,12771403,12900166,12982175,13072715,13197504,13332845,13474353,13631293,13752123,13834240,13945858,14075518,14243871,14390756,14527718,14676653,14772754,14900623,15034157,15195176,15355881,15519172,15664814,15776230,15904266,16068566,16231193,16434914,16619076,16752278,16876843,17036695,17191129,17386368,17591834,17799741,17996351,18187840,18352601,18525686,18743407
US North Carolina,10488084,125920,5084569,48479.4839553154,14.6738267158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,7,7,72,101,160,259,329,514,1850,2505,3233,5276,6438,8438,8539,10489,12910,15136,17527,18945,20864,23106,26243,28679,31598,38773,40045,40726,41082,42987,47809,57645,60393,62139,63388,65039,67827,70917,72981,76211,78772,79484,83331,90336,96185,100584,105265,107894,109920,112752,118440,128036,133832,139475,143835,146439,151800,164482,171328,178613,186362,192135,195865,202244,210457,219268,231547,238586,248944,255755,265008,277603,290645,303224,329582,336656,344690,352331,364156,375192,391231,404157,416289,421908,434921,449263,468302,482147,497350,511226,520113,535711,553650,572677,595697,611690,627130,638479,651421,667422,693678,712313,731341,745775,757345,773828,791285,811278,836725,855131,871905,886305,910033,942238,971120,999293,1018296,1036838,1051846,1071290,1096682,1121811,1150612,1176058,1199575,1220486,1254846,1284637,1312757,1343974,1379143,1394864,1423888,1458997,1491820,1523675,1550297,1579042,1613385,1635476,1663540,1691434,1724924,1757102,1786412,1813510,1837410,1854026,1873668,1904750,1939812,1969766,1986548,2001919,2017498,1823283,1850689,1877402,1903401,1924646,1935472,1951120,1978094,2003307,2030885,2052118,2078472,2087695,2102359,2121001,2152725,2182891,2218149,2243273,2256172,2295698,2315310,2347837,2389096,2410871,2442950,2459582,2469977,2490113,2521839,2558654,2581132,2616108,2634819,2652440,2683384,2714175,2749020,2771020,2804818,2817539,2824929,2842427,2870191,2907617,2947803,2978728,3004533,3019586,3034871,3063661,3099704,3136266,3160968,3193916,3216686,3235273,3268955,3311285,3350815,3388250,3417814,3444583,3467235,3500763,3539731,3582572,3617258,3648364,3671793,3692043,3727675,3763315,3809077,3844453,3872913,3890764,3923042,3961343,4005791,4055156,4095365,4127596,4157478,4184258,4226942,4277376,4324156,4365061,4399616,4429912,4460288,4500774,4536767,4591525,4632609,4659829,4697561,4731171,4786263,4819029,4878076,4947614,4983768,5028737,5084569,5084569
US North Dakota,762062,178711,344754,45239.6261721487,4.5100075875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6,7,13,40,55,96,124,221,274,508,820,1169,1288,1383,1487,1773,2091,2488,2889,3452,3835,4248,4490,4980,5798,6207,6787,7213,7703,8552,8990,9608,10080,10350,10781,10916,11316,11703,12341,12963,13629,14746,14987,15587,16330,17448,19350,20717,22434,23723,25536,27460,29525,31547,33353,34754,36421,38631,40867,42500,43933,44868,47012,47829,48940,50308,51714,53486,55219,56559,57726,59175,61215,62748,64067,65408,66271,66853,67339,68252,69452,70980,72039,73299,73643,74501,75742,76855,78879,79931,80178,80665,81659,82786,84162,85871,86878,87775,88650,89670,90652,92603,94228,96170,97450,97550,98685,99441,100883,102516,103920,105688,106120,107224,108194,110571,111925,113124,113578,114355,115837,117847,119594,120848,122476,123869,125027,126558,128050,129467,131508,133848,135972,137288,139260,140809,142702,144253,146472,148361,150037,151077,151854,153956,156176,156232,158742,160462,162004,163711,165692,167357,168665,169832,171850,173013,175033,176597,178140,179795,180413,180921,182521,184782,187006,189026,190872,192007,193593,195108,196549,197988,199738,199959,201755,202422,204100,205899,207754,209492,210994,211894,212129,212959,214292,215076,216581,218606,220230,220645,222057,223170,225193,226502,228255,229511,230070,231852,233113,234634,236229,237618,238737,239848,241492,242900,244312,246006,247592,248652,250087,251673,253407,255196,257186,259036,260339,261745,263233,264761,266863,268672,270555,272737,274572,275596,277692,279702,281668,283410,284478,286196,287524,289520,291938,294064,295793,297447,299490,301089,302970,305665,307971,309498,310998,311882,313607,316394,318738,322228,323660,325491,327340,328910,331177,333328,335688,337887,339483,341033,342837,344754
US Ohio,11689100,105829,5856888,50105.5513255939,15.302403963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,9,10,14,17,25,35,63,63,175,190,207,228,259,309,387,491,582,704,14764,17316,20149,20418,20665,27275,29191,29539,34918,38375,41871,43756,48378,50838,53341,55985,58573,60471,63243,65112,68001,71552,74840,77926,79041,87299,90839,94714,98506,102877,107697,111983,116386,120017,123347,128908,133890,140506,145819,150166,155155,160735,168929,176059,184316,196670,204862,210530,217731,225854,233352,246182,246702,264462,271849,277602,289528,299078,307800,316494,324553,330334,339400,349725,360012,369890,381947,390908,398066,409908,426105,437251,446195,458526,469024,476818,490390,501884,512583,523718,538898,546220,557168,568133,584563,600024,616036,629965,643221,659601,670437,680687,699630,721552,744839,756765,774382,787929,792005,793306,828157,848370,868762,881412,896485,915252,916402,959553,983035,1006386,1024751,1043749,1062623,1088793,1116124,1138436,1162914,1181912,1200023,1221595,1245026,1267628,1293822,1326431,1344098,1398733,1420837,1446472,1468334,1492903,1517546,1535543,1555812,1574613,1598039,1623095,1644493,1668548,1687644,1707770,1728380,1753307,1779409,1802350,1829645,1849016,1868998,1888470,1911359,1936895,1960628,1983889,2004200,2027874,2047906,2116289,2141055,2171126,2196860,2244104,2269669,2292748,2319528,2349585,2377910,2404235,2426014,2449545,2470564,2490351,2519213,2567011,2593830,2623256,2659531,2689480,2718333,2753105,2788695,2825297,2856161,2888787,2931199,2955715,2995593,3033987,3071187,3106176,3141377,3165935,3240197,3271748,3318775,3356675,3388186,3427972,3458869,3489730,3537962,3583857,3623321,3661924,3698741,3726652,3760979,3803487,3854399,3900649,3941567,3979414,4011513,4055125,4101393,4149769,4199457,4235663,4282604,4314037,4365090,4413936,4471680,4524758,4564903,4604715,4644416,4695806,4700814,4808908,4868460,4918126,4964229,5009783,5066497,5132781,5195015,5262026,5318839,5364520,5370905,5475735,5544189,5609595,5672104,5683989,5804292,5856888,5856888
US Oklahoma,3956971,177660,2057810,52004.6773150473,11.1630013779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,9,17,17,39,39,40,127,184,264,407,510,587,613,736,775,841,969,1206,1406,1557,1634,1688,1794,1967,2144,2303,2521,2653,2749,13293,13345,20279,22164,22658,22760,22859,28269,29219,30899,33620,35536,35565,35646,44344,45913,46036,46140,53084,53144,53171,59699,61267,63422,63552,63655,63776,63848,79417,82890,86887,89857,95869,95968,95992,96111,109127,112183,118192,123399,123472,123560,139147,144371,149595,153167,160903,160980,161033,159941,178638,182406,187398,193118,193206,193273,204657,208052,211722,216471,221601,221748,221803,234041,237297,241445,246214,246439,250818,251004,261805,265432,269553,274578,281962,282440,282658,295057,298278,304965,310777,325663,325965,326193,341597,346313,353050,363854,364434,364717,365151,389018,394823,401754,411074,419816,420272,420782,441294,447325,456817,465044,475731,475940,476108,498383,505598,513175,523042,565709,566913,568314,589126,606513,615016,625578,637192,637686,638063,657276,664730,674653,685815,693565,694051,694448,714235,722107,731272,743242,754417,754961,755330,775000,782740,790894,800902,811934,812500,812857,830831,837384,845849,855780,863898,864565,865278,886912,893242,903046,914395,923273,923693,924306,925139,953536,961710,974751,988835,989530,990399,1016508,1027596,1039837,1054217,1071501,1072504,1073605,1101839,1114326,1126926,1140664,1158985,1158985,1160669,1192403,1204028,1215441,1230160,1247822,1248391,1249056,1280061,1290623,1304870,1321971,1339139,1339905,1340702,1373716,1385669,1398768,1418148,1434035,1434831,1435605,1467010,1478225,1491088,1511552,1532709,1533760,1534423,1564476,1575866,1586185,1601775,1617394,1618743,1619827,1647339,1657117,1673557,1689601,1703072,1707579,1709776,1733198,1748137,1750494,1791023,1803804,1807727,1810456,1851019,1868941,1890561,1907186,1960569,1963975,1967519,2011009,2032905,2057810
US Oregon,4217737,248608,1030663,24436.3980020566,14.7224952147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,48,67,84,114,179,228,305,305,367,367,456,618,736,1193,1417,2117,2117,3025,3840,4559,4559,7280,8924,10172,11426,12883,13826,13872,16085,17434,17534,20624,21801,23007,24564,25627,25627,27224,29758,31121,32363,33351,34938,36321,37583,39038,40045,41128,41185,43976,45492,47377,48964,51198,51198,54472,56032,58176,60136,62054,63457,65424,67976,70458,72693,74620,75507,77606,77606,83987,84050,89506,92199,94356,97315,99720,102149,105224,107839,110207,112195,113858,115538,116992,119647,122681,126795,129201,131618,134209,136668,139312,143246,146159,148400,149879,153617,156758,161804,166189,170479,173882,176136,179538,184350,189136,193917,194095,202611,206628,210712,214008,216618,216868,227623,227870,235133,237634,243360,251054,254732,255026,264201,267721,271906,276267,282075,286770,292183,296172,300712,305456,311786,318946,324195,330793,335590,340044,345263,352794,358491,366567,374010,378475,382566,387656,394155,398639,404193,409616,413657,417131,419914,426802,432262,437693,438067,447037,450732,457088,462542,467263,473107,484879,488797,491217,496338,501156,506367,511321,516464,519820,523337,528009,532738,538716,543867,548850,553345,557228,561800,566382,571125,576929,580107,585425,588166,591499,594077,596988,605739,610104,612620,614804,618064,621273,625424,629422,633910,636069,638798,642581,646125,650498,662906,668671,671490,675029,679383,685873,691945,697293,701903,705436,709012,713398,718568,724378,730671,736598,741233,745255,751277,761552,769276,775189,781643,785104,788509,795317,799935,806001,815201,821142,825250,830284,836995,841049,848795,854938,861949,867792,871900,877404,882954,889027,897602,903099,909301,914677,921216,928343,935877,943147,951565,957979,962982,969822,976850,985292,993753,1001247,1009614,1016282,1024582,1028972,1030663
US Pennsylvania,12801989,115883,3101483,24226.5713554355,9.2236315404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,6,10,12,104,138,181,252,268,746,975,1320,1793,2842,4137,5443,7239,9494,12320,18128,23234,28005,33455,37864,42488,48232,54714,62115,70030,77771,83854,91278,98538,105602,113019,120153,124890,129792,133631,137584,141470,147373,153965,158854,162952,166851,171956,179114,186143,192935,198593,203422,209088,214883,221365,227448,235376,240641,245590,250882,256340,262788,270559,277107,284383,288858,295980,302869,311195,319832,327836,332904,340609,349700,349700,368906,379001,388452,396095,403114,408472,419407,427846,438309,447772,455657,462329,472871,475391,491502,499206,510828,520385,527950,536304,544430,554372,566384,575051,583233,593030,603092,612831,624068,637218,647727,657745,667848,679103,691408,704801,719081,719081,742982,752889,764187,776804,790273,804144,814823,824700,833324,850102,866526,880023,898640,912323,924284,931474,947283,968649,983641,999390,1012727,1027379,1039913,1055763,1071477,1085617,1104948,1123330,1136201,1150688,1169160,1184081,1199937,1216872,1232322,1244569,1256569,1271529,1284725,1300251,1316899,1333057,1347210,1360283,1375594,1393106,1410994,1427689,1443684,1456863,1467319,1479566,1494467,1513011,1527142,1540553,1553020,1562838,1575205,1588178,1602921,1620826,1636942,1649403,1658220,1674764,1687696,1702214,1714541,1727706,1738615,1748241,1755076,1766930,1781226,1794913,1807805,1807881,1829672,1841498,1855121,1869198,1881488,1896125,1908910,1917993,1929562,1942956,1956867,1970600,1985524,2001220,2012317,2024575,2038094,2049762,2066255,2066255,2095170,2105159,2117235,2134094,2153031,2169073,2190490,2205861,2218010,2234739,2250651,2266717,2282130,2300793,2314863,2327281,2340511,2353833,2373439,2391447,2407679,2424265,2437125,2452969,2469920,2485704,2503500,2522661,2537746,2550660,2569217,2591931,2611902,2632316,2654106,2672529,2690152,2709442,2732129,2755505,2778371,2798085,2824633,2843234,2863980,2890838,2918505,2944656,2971240,3000624,3019571,3044438,3071050,3101483
US Puerto Rico,3193694,8868,355198,11121.854504533,7.2156583919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,18,36,61,128,164,206,220,307,368,441,598,839,968,1105,1434,1695,1920,2427,3057,3548,3945,4539,4886,5386,5846,6371,6716,6863,7207,7799,8358,8932,9173,9493,9738,10087,9757,10228,10184,10191,10204,10208,10211,10217,10268,10277,10286,10301,10314,10318,1006,1013,1029,1034,1040,1054,1062,1064,1073,1088,1114,1147,1195,1207,1206,41701,41709,42358,41718,41728,41729,41748,61702,61715,61722,61726,61726,61727,61735,61744,61752,90045,90049,90058,90071,90087,90088,114723,114740,114751,114757,114759,114766,114776,114779,114811,114813,114820,114830,114857,114859,114863,114882,114904,194324,194379,194415,194453,194477,194503,194532,194757,194833,194857,258001,258117,258201,258349,258577,258670,258809,258885,259038,259227,259557,259777,260021,260096,310546,310766,311014,311208,311388,311557,311672,311892,311969,312515,312807,313085,313385,313656,313796,314202,314545,314906,315291,315577,316141,316251,316702,317041,317223,317695,318343,318424,318548,318986,319254,319449,319894,319964,319982,320441,320698,320958,321201,321448,321556,321914,322041,322073,322215,322241,322664,322760,322761,323220,323329,323570,323741,323949,324178,324224,324606,325085,325779,326041,326283,326371,326411,327128,327840,328136,328669,329329,329773,329972,330148,330477,330776,331006,331369,331607,331630,331982,332298,332530,332748,332976,333111,333601,333919,334146,334265,334683,335110,335557,335689,335776,336928,337044,337709,338170,338433,338499,339251,339825,340110,340513,341377,341722,341779,342073,342876,343539,344072,344553,344828,345092,346424,347091,347744,348451,348988,349557,349882,350403,351307,352406,353431,354172,354520,354697,355198
US Rhode Island,1059361,2678,515643,48674.9087421568,9.8561270715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,7,17,22,33,52,70,86,110,144,189,243,329,384,477,641,763,1029,1235,1372,1660,1842,2099,2300,2517,2750,3054,3473,3741,4112,4857,5355,6173,6930,8182,9965,11712,13557,15198,17976,19983,21720,22760,24586,26470,28952,30742,32395,34496,36468,38578,40882,43196,46259,48353,50515,51887,53985,56811,59116,61661,63145,64936,66796,69078,71357,73557,75479,78031,79719,81153,82923,85043,87198,89130,91146,92808,94234,96327,98039,100147,101799,103224,104065,104885,106765,108002,109205,110920,112852,113778,115199,116706,118435,120552,122177,123371,124178,125107,126339,127807,129332,131506,132781,133697,135484,137022,138280,139570,140810,141527,142177,143832,145508,147045,148496,149879,151113,151713,153069,154083,156039,157083,157778,158757,160155,161714,163270,163270,165137,166655,166655,166655,173243,174658,175875,177388,179201,179201,179201,183625,184964,186856,189339,190028,190028,190028,196618,200960,202465,204519,206016,206016,206016,210066,211953,213535,215723,217973,219965,221490,222347,224170,226133,228474,229865,231766,233078,233822,236163,258314,239763,245854,250126,252571,254674,257789,259630,263413,266791,270211,272016,273897,276482,278641,281633,284006,287687,289208,291029,291439,299014,301313,303023,306136,307483,308197,310041,311344,313275,315555,318016,319803,320566,322391,325120,327583,330034,333148,335120,335684,337898,340601,343499,345909,348613,350570,351261,354081,357350,364314,368061,373851,377850,379100,380694,383063,386776,390177,394774,398224,399326,401055,404680,408302,412850,416075,418420,419892,423469,426355,429340,432876,436561,439334,440626,443524,447021,450428,453647,460515,463584,465031,467877,471284,474414,476930,480477,483583,485400,488250,493071,496789,500932,505662,509556,511665,515643,515106,515106
